0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.25,24.5,22.25,19.5,17.5,13.5,11.5,9.25,7.0,4.0,0.0,0.0,2.0,4.25,7.0,10.0,12.25,14.583333,16.916666,18.916666,21.583334,25.083334,27.333334,29.083334,31.333334,35.083332,37.583332,40.083332,25.583334,28.583334,32.083332,34.833332,37.333332,39.333332,48.916668,46.916668,44.666668,41.916668,39.666668,37.666668,34.666668,32.666668,30.0,27.666666,25.166666,23.416666,18.75,11.75,9.75,6.0,4.0,2.0,4.75,7.25,9.583333,11.083333,13.416667,15.416667,18.416666,20.416666,22.416666,24.916666,26.916666,28.916666,31.916666,34.666668,36.666668,33.25,31.0,29.0,26.5,23.5,21.5,18.5,15.5,16.25,17.75,19.416666,16.75,14.25,12.0
29.25,26.5,24.25,21.5,19.5,15.5,13.5,11.25,9.0,6.0,0.0,2.0,0.0,2.25,5.0,8.0,10.25,12.583333,14.916667,16.916666,19.583334,23.083334,25.333334,27.083334,29.333334,33.083332,35.583332,38.083332,23.583334,26.583334,30.083334,32.833332,35.333332,37.333332,46.916668,44.916668,42.666668,39.916668,37.666668,35.666668,32.666668,30.666666,28.0,25.666666,23.166666,21.416666,16.75,13.75,11.75,8.0,6.0,4.0,6.75,9.25,11.583333,13.083333,15.416667,17.416666,20.416666,22.416666,24.416666,26.916666,28.916666,30.916666,33.916668,36.666668,38.666668,35.25,33.0,31.0,28.5,25.5,23.5,20.5,17.5,18.25,19.75,21.416666,14.75,12.25,10.0
31.5,28.75,26.5,23.75,21.75,17.75,15.75,13.5,11.25,8.25,0.0,4.25,2.25,0.0,2.75,5.75,8.0,10.333333,12.666667,14.666667,17.333334,20.833334,23.083334,24.833334,27.083334,30.833334,33.333332,35.833332,21.333334,24.333334,27.833334,30.583334,33.083332,35.083332,44.666668,42.666668,40.416668,37.666668,35.416668,33.416668,30.416666,28.416666,25.75,23.416666,20.916666,19.166666,14.5,16.0,14.0,10.25,8.25,6.25,9.0,11.5,13.833333,15.333333,17.666666,19.666666,22.666666,24.666666,26.666666,29.166666,31.166666,33.166668,36.166668,38.916668,40.916668,37.5,35.25,33.25,30.75,27.75,25.75,22.75,19.75,20.5,22.0,23.666666,12.5,10.0,7.75
34.25,31.5,29.25,26.5,24.5,20.5,18.5,16.25,14.0,11.0,0.0,7.0,5.0,2.75,0.0,3.0,5.25,7.5833335,9.916667,11.916667,14.583333,18.083334,20.333334,22.083334,24.333334,28.083334,30.583334,33.083332,18.583334,21.583334,25.083334,27.833334,30.333334,32.333332,41.916668,39.916668,37.666668,34.916668,32.666668,30.666666,27.666666,25.666666,23.0,20.666666,18.166666,16.416666,11.75,18.75,16.75,13.0,11.0,9.0,11.75,14.25,16.583334,18.083334,20.416666,22.416666,25.416666,27.416666,29.416666,31.916666,33.916668,35.916668,38.916668,41.666668,43.666668,40.25,38.0,36.0,33.5,30.5,28.5,25.5,22.5,23.25,24.75,26.416666,9.75,7.25,5.0
31.083334,28.333334,26.083334,23.333334,21.333334,17.333334,21.5,19.25,17.0,14.0,0.0,10.0,8.0,5.75,3.0,0.0,2.25,4.5833335,6.9166665,8.916667,11.583333,15.083333,17.333334,19.083334,21.333334,25.083334,27.583334,30.083334,15.583333,18.583334,22.083334,24.833334,27.333334,29.333334,38.916668,36.916668,34.666668,31.916666,29.666666,27.666666,24.666666,22.666666,20.0,17.666666,15.166667,13.416667,8.75,10.75,12.75,16.0,14.0,12.0,14.75,17.25,19.583334,21.083334,23.416666,25.416666,28.416666,30.416666,32.416668,34.916668,36.916668,38.916668,41.916668,44.666668,46.666668,37.083332,34.833332,32.833332,30.333334,27.333334,25.333334,22.333334,19.333334,14.583333,13.083333,11.416667,6.75,4.25,2.0
39.5,36.75,34.5,31.75,29.75,25.75,23.75,21.5,19.25,16.25,0.0,12.25,10.25,8.0,5.25,2.25,0.0,2.3333333,4.6666665,6.6666665,9.333333,12.833333,15.083333,16.833334,19.083334,22.833334,25.333334,27.833334,13.333333,16.333334,19.833334,22.583334,25.083334,27.083334,41.166668,39.166668,36.916668,34.166668,31.916666,29.916666,26.916666,24.916666,22.25,19.916666,17.416666,15.666667,11.0,24.0,22.0,18.25,16.25,14.25,17.0,19.5,21.833334,23.333334,25.666666,27.666666,30.666666,32.666668,34.666668,37.166668,39.166668,41.166668,44.166668,46.916668,48.916668,45.5,43.25,41.25,38.75,35.75,33.75,30.75,27.75,28.5,30.0,31.666666,9.0,6.5,4.25
41.833332,39.083332,36.833332,34.083332,32.083332,28.083334,26.083334,23.833334,21.583334,18.583334,0.0,14.583333,12.583333,10.333333,7.5833335,4.5833335,2.3333333,0.0,2.3333333,4.3333335,7.0,10.5,12.75,14.5,16.75,20.5,23.0,25.5,11.0,14.0,17.5,20.25,22.75,24.75,43.5,41.5,39.25,36.5,34.25,32.25,29.25,27.25,24.583334,22.25,19.75,18.0,13.333333,26.333334,24.333334,20.583334,18.583334,16.583334,19.333334,21.833334,24.166666,25.666666,28.0,30.0,33.0,35.0,37.0,39.5,41.5,43.5,46.5,49.25,51.25,47.833332,45.583332,43.583332,41.083332,38.083332,36.083332,33.083332,30.083334,30.833334,32.333332,34.0,11.333333,8.833333,6.5833335
44.166668,41.416668,39.166668,36.416668,34.416668,30.416666,28.416666,26.166666,23.916666,20.916666,0.0,16.916666,14.916667,12.666667,9.916667,6.9166665,4.6666665,2.3333333,0.0,2.0,4.6666665,8.166667,10.416667,12.166667,14.416667,18.166666,20.666666,23.166666,8.666667,11.666667,15.166667,17.916666,20.416666,22.416666,45.833332,43.833332,41.583332,38.833332,36.583332,34.583332,31.583334,29.583334,26.916666,24.583334,22.083334,20.333334,15.666667,28.666666,26.666666,22.916666,20.916666,18.916666,21.666666,24.166666,26.5,28.0,30.333334,32.333332,35.333332,37.333332,39.333332,41.833332,43.833332,45.833332,48.833332,51.583332,53.583332,50.166668,47.916668,45.916668,43.416668,40.416668,38.416668,35.416668,32.416668,33.166668,34.666668,36.333332,13.666667,11.166667,8.916667
46.166668,43.416668,41.166668,38.416668,36.416668,32.416668,30.416666,28.166666,25.916666,22.916666,0.0,18.916666,16.916666,14.666667,11.916667,8.916667,6.6666665,4.3333335,2.0,0.0,2.6666667,6.1666665,8.416667,10.166667,12.416667,16.166666,18.666666,21.166666,6.6666665,9.666667,13.166667,15.916667,18.416666,20.416666,47.833332,45.833332,43.583332,40.833332,38.583332,36.583332,33.583332,31.583334,28.916666,26.583334,24.083334,22.333334,17.666666,30.666666,28.666666,24.916666,22.916666,20.916666,23.666666,26.166666,28.5,30.0,32.333332,34.333332,37.333332,39.333332,41.333332,43.833332,45.833332,47.833332,50.833332,53.583332,55.583332,52.166668,49.916668,47.916668,45.416668,42.416668,40.416668,37.416668,34.416668,35.166668,36.666668,38.333332,15.666667,13.166667,10.916667
48.833332,46.083332,43.833332,41.083332,39.083332,35.083332,33.083332,30.833334,28.583334,25.583334,0.0,21.583334,19.583334,17.333334,14.583333,11.583333,9.333333,7.0,4.6666665,2.6666667,0.0,3.5,5.75,7.5,9.75,13.5,16.0,18.5,4.0,7.0,10.5,13.25,15.75,17.75,50.5,48.5,46.25,43.5,41.25,39.25,36.25,34.25,31.583334,29.25,26.75,25.0,20.333334,33.333332,31.333334,27.583334,25.583334,23.583334,26.333334,28.833334,31.166666,32.666668,35.0,37.0,40.0,42.0,44.0,46.5,48.5,50.5,53.5,56.25,58.25,54.833332,52.583332,50.583332,48.083332,45.083332,43.083332,40.083332,37.083332,37.833332,39.333332,41.0,18.333334,15.833333,13.583333
52.333332,49.583332,47.333332,44.583332,42.583332,38.583332,36.583332,34.333332,32.083332,29.083334,0.0,25.083334,23.083334,20.833334,18.083334,15.083333,12.833333,10.5,8.166667,6.1666665,3.5,0.0,2.25,4.0,6.25,10.0,12.5,15.0,7.5,10.5,14.0,16.75,19.25,21.25,54.0,52.0,49.75,47.0,44.75,42.75,39.75,37.75,35.083332,32.75,30.25,28.5,23.833334,36.833332,34.833332,31.083334,29.083334,27.083334,29.833334,32.333332,34.666668,36.166668,38.5,40.5,43.5,45.5,47.5,50.0,52.0,54.0,57.0,59.75,61.75,58.333332,56.083332,54.083332,51.583332,48.583332,46.583332,43.583332,40.583332,41.333332,42.833332,44.5,21.833334,19.333334,17.083334
54.583332,51.833332,49.583332,46.833332,44.833332,40.833332,38.833332,36.583332,34.333332,31.333334,0.0,27.333334,25.333334,23.083334,20.333334,17.333334,15.083333,12.75,10.416667,8.416667,5.75,2.25,0.0,1.75,4.0,7.75,10.25,12.75,9.75,12.75,16.25,19.0,21.5,23.5,56.25,54.25,52.0,49.25,47.0,45.0,42.0,40.0,37.333332,35.0,32.5,30.75,26.083334,39.083332,37.083332,33.333332,31.333334,29.333334,32.083332,34.583332,36.916668,38.416668,40.75,42.75,45.75,47.75,49.75,52.25,54.25,56.25,59.25,62.0,64.0,60.583332,58.333332,56.333332,53.833332,50.833332,48.833332,45.833332,42.833332,43.583332,45.083332,46.75,24.083334,21.583334,19.333334
56.333332,53.583332,51.333332,48.583332,46.583332,42.583332,40.583332,38.333332,36.083332,33.083332,0.0,29.083334,27.083334,24.833334,22.083334,19.083334,16.833334,14.5,12.166667,10.166667,7.5,4.0,1.75,0.0,2.25,6.0,8.5,11.0,11.5,14.5,18.0,20.75,23.25,25.25,58.0,56.0,53.75,51.0,48.75,46.75,43.75,41.75,39.083332,36.75,34.25,32.5,27.833334,40.833332,38.833332,35.083332,33.083332,31.083334,33.833332,36.333332,38.666668,40.166668,42.5,44.5,47.5,49.5,51.5,54.0,56.0,58.0,61.0,63.75,65.75,62.333332,60.083332,58.083332,55.583332,52.583332,50.583332,47.583332,44.583332,45.333332,46.833332,48.5,25.833334,23.333334,21.083334
58.583332,55.833332,53.583332,50.833332,48.833332,44.833332,42.833332,40.583332,38.333332,35.333332,0.0,31.333334,29.333334,27.083334,24.333334,21.333334,19.083334,16.75,14.416667,12.416667,9.75,6.25,4.0,2.25,0.0,3.75,6.25,8.75,13.75,16.75,20.25,23.0,25.5,27.5,60.25,58.25,56.0,53.25,51.0,49.0,46.0,44.0,41.333332,39.0,36.5,34.75,30.083334,43.083332,41.083332,37.333332,35.333332,33.333332,36.083332,38.583332,40.916668,42.416668,44.75,46.75,49.75,51.75,53.75,56.25,58.25,60.25,63.25,66.0,68.0,64.583336,62.333332,60.333332,57.833332,54.833332,52.833332,49.833332,46.833332,47.583332,49.083332,50.75,28.083334,25.583334,23.333334
62.333332,59.583332,57.333332,54.583332,52.583332,48.583332,46.583332,44.333332,42.083332,39.083332,0.0,35.083332,33.083332,30.833334,28.083334,25.083334,22.833334,20.5,18.166666,16.166666,13.5,10.0,7.75,6.0,3.75,0.0,2.5,5.0,17.5,20.5,24.0,26.75,29.25,31.25,64.0,62.0,59.75,57.0,54.75,52.75,49.75,47.75,45.083332,42.75,40.25,38.5,33.833332,46.833332,44.833332,41.083332,39.083332,37.083332,39.833332,42.333332,44.666668,46.166668,48.5,50.5,53.5,55.5,57.5,60.0,62.0,64.0,67.0,69.75,71.75,68.333336,66.083336,64.083336,61.583332,58.583332,56.583332,53.583332,50.583332,51.333332,52.833332,54.5,31.833334,29.333334,27.083334
64.833336,62.083332,59.833332,57.083332,55.083332,51.083332,49.083332,46.833332,44.583332,41.583332,0.0,37.583332,35.583332,33.333332,30.583334,27.583334,25.333334,23.0,20.666666,18.666666,16.0,12.5,10.25,8.5,6.25,2.5,0.0,2.5,20.0,23.0,26.5,29.25,31.75,33.75,66.5,64.5,62.25,59.5,57.25,55.25,52.25,50.25,47.583332,45.25,42.75,41.0,36.333332,49.333332,47.333332,43.583332,41.583332,39.583332,42.333332,44.833332,47.166668,48.666668,51.0,53.0,56.0,58.0,60.0,62.5,64.5,66.5,69.5,72.25,74.25,70.833336,68.583336,66.583336,64.083336,61.083332,59.083332,56.083332,53.083332,53.833332,55.333332,57.0,34.333332,31.833334,29.583334
67.333336,64.583336,62.333332,59.583332,57.583332,53.583332,51.583332,49.333332,47.083332,44.083332,0.0,40.083332,38.083332,35.833332,33.083332,30.083334,27.833334,25.5,23.166666,21.166666,18.5,15.0,12.75,11.0,8.75,5.0,2.5,0.0,22.5,25.5,29.0,31.75,34.25,36.25,69.0,67.0,64.75,62.0,59.75,57.75,54.75,52.75,50.083332,47.75,45.25,43.5,38.833332,51.833332,49.833332,46.083332,44.083332,42.083332,44.833332,47.333332,49.666668,51.166668,53.5,55.5,58.5,60.5,62.5,65.0,67.0,69.0,72.0,74.75,76.75,73.333336,71.083336,69.083336,66.583336,63.583332,61.583332,58.583332,55.583332,56.333332,57.833332,59.5,36.833332,34.333332,32.083332
52.833332,50.083332,47.833332,45.083332,43.083332,39.083332,37.083332,34.833332,32.583332,29.583334,0.0,25.583334,23.583334,21.333334,18.583334,15.583333,13.333333,11.0,8.666667,6.6666665,4.0,7.5,9.75,11.5,13.75,17.5,20.0,22.5,0.0,3.0,6.5,9.25,11.75,13.75,54.5,52.5,50.25,47.5,45.25,43.25,40.25,38.25,35.583332,33.25,30.75,29.0,24.333334,37.333332,35.333332,31.583334,29.583334,27.583334,30.333334,32.833332,35.166668,36.666668,39.0,41.0,44.0,46.0,48.0,50.5,52.5,54.5,57.5,60.25,62.25,58.833332,56.583332,54.583332,52.083332,49.083332,47.083332,44.083332,41.083332,41.833332,43.333332,45.0,22.333334,19.833334,17.583334
55.833332,53.083332,50.833332,48.083332,46.083332,42.083332,40.083332,37.833332,35.583332,32.583332,0.0,28.583334,26.583334,24.333334,21.583334,18.583334,16.333334,14.0,11.666667,9.666667,7.0,10.5,12.75,14.5,16.75,20.5,23.0,25.5,3.0,0.0,3.5,6.25,8.75,10.75,57.5,55.5,53.25,50.5,48.25,46.25,43.25,41.25,38.583332,36.25,33.75,32.0,27.333334,40.333332,38.333332,34.583332,32.583332,30.583334,33.333332,35.833332,38.166668,39.666668,42.0,44.0,47.0,49.0,51.0,53.5,55.5,57.5,60.5,63.25,65.25,61.833332,59.583332,57.583332,55.083332,52.083332,50.083332,47.083332,44.083332,44.833332,46.333332,48.0,25.333334,22.833334,20.583334
59.333332,56.583332,54.333332,51.583332,49.583332,45.583332,43.583332,41.333332,39.083332,36.083332,0.0,32.083332,30.083334,27.833334,25.083334,22.083334,19.833334,17.5,15.166667,13.166667,10.5,14.0,16.25,18.0,20.25,24.0,26.5,29.0,6.5,3.5,0.0,2.75,5.25,7.25,61.0,59.0,56.75,54.0,51.75,49.75,46.75,44.75,42.083332,39.75,37.25,35.5,30.833334,43.833332,41.833332,38.083332,36.083332,34.083332,36.833332,39.333332,41.666668,43.166668,45.5,47.5,50.5,52.5,54.5,57.0,59.0,61.0,64.0,66.75,68.75,65.333336,63.083332,61.083332,58.583332,55.583332,53.583332,50.583332,47.583332,48.333332,49.833332,51.5,28.833334,26.333334,24.083334
62.083332,59.333332,57.083332,54.333332,52.333332,48.333332,46.333332,44.083332,41.833332,38.833332,0.0,34.833332,32.833332,30.583334,27.833334,24.833334,22.583334,20.25,17.916666,15.916667,13.25,16.75,19.0,20.75,23.0,26.75,29.25,31.75,9.25,6.25,2.75,0.0,2.5,4.5,63.75,61.75,59.5,56.75,54.5,52.5,49.5,47.5,44.833332,42.5,40.0,38.25,33.583332,46.583332,44.583332,40.833332,38.833332,36.833332,39.583332,42.083332,44.416668,45.916668,48.25,50.25,53.25,55.25,57.25,59.75,61.75,63.75,66.75,69.5,71.5,68.083336,65.833336,63.833332,61.333332,58.333332,56.333332,53.333332,50.333332,51.083332,52.583332,54.25,31.583334,29.083334,26.833334
64.583336,61.833332,59.583332,56.833332,54.833332,50.833332,48.833332,46.583332,44.333332,41.333332,0.0,37.333332,35.333332,33.083332,30.333334,27.333334,25.083334,22.75,20.416666,18.416666,15.75,19.25,21.5,23.25,25.5,29.25,31.75,34.25,11.75,8.75,5.25,2.5,0.0,2.0,66.25,64.25,62.0,59.25,57.0,55.0,52.0,50.0,47.333332,45.0,42.5,40.75,36.083332,49.083332,47.083332,43.333332,41.333332,39.333332,42.083332,44.583332,46.916668,48.416668,50.75,52.75,55.75,57.75,59.75,62.25,64.25,66.25,69.25,72.0,74.0,70.583336,68.333336,66.333336,63.833332,60.833332,58.833332,55.833332,52.833332,53.583332,55.083332,56.75,34.083332,31.583334,29.333334
66.583336,63.833332,61.583332,58.833332,56.833332,52.833332,50.833332,48.583332,46.333332,43.333332,0.0,39.333332,37.333332,35.083332,32.333332,29.333334,27.083334,24.75,22.416666,20.416666,17.75,21.25,23.5,25.25,27.5,31.25,33.75,36.25,13.75,10.75,7.25,4.5,2.0,0.0,68.25,66.25,64.0,61.25,59.0,57.0,54.0,52.0,49.333332,47.0,44.5,42.75,38.083332,51.083332,49.083332,45.333332,43.333332,41.333332,44.083332,46.583332,48.916668,50.416668,52.75,54.75,57.75,59.75,61.75,64.25,66.25,68.25,71.25,74.0,76.0,72.583336,70.333336,68.333336,65.833336,62.833332,60.833332,57.833332,54.833332,55.583332,57.083332,58.75,36.083332,33.583332,31.333334
52.5,49.75,47.5,44.75,42.75,38.75,51.416668,49.166668,46.916668,43.916668,0.0,43.916668,45.916668,48.166668,50.916668,38.916668,41.166668,43.5,45.833332,47.833332,50.5,54.0,56.25,58.0,60.25,64.0,66.5,69.0,54.5,57.5,61.0,63.75,66.25,68.25,0.0,2.0,4.25,7.0,9.25,11.25,14.25,16.25,18.916666,21.25,23.75,25.5,30.166666,32.166668,34.166668,37.916668,39.916668,41.916668,44.666668,47.166668,49.5,51.0,53.333332,55.333332,58.333332,60.333332,62.333332,64.833336,66.833336,68.833336,71.833336,74.583336,76.583336,58.5,56.25,54.25,51.75,48.75,46.75,43.75,40.75,36.0,34.5,32.833332,32.166668,34.666668,36.916668
50.5,47.75,45.5,42.75,40.75,36.75,49.416668,47.166668,44.916668,41.916668,0.0,41.916668,43.916668,46.166668,48.916668,36.916668,39.166668,41.5,43.833332,45.833332,48.5,52.0,54.25,56.0,58.25,62.0,64.5,67.0,52.5,55.5,59.0,61.75,64.25,66.25,2.0,0.0,2.25,5.0,7.25,9.25,12.25,14.25,16.916666,19.25,21.75,23.5,28.166666,30.166666,32.166668,35.916668,37.916668,39.916668,42.666668,45.166668,47.5,49.0,51.333332,53.333332,56.333332,58.333332,60.333332,62.833332,64.833336,66.833336,69.833336,72.583336,74.583336,56.5,54.25,52.25,49.75,46.75,44.75,41.75,38.75,34.0,32.5,30.833334,30.166666,32.666668,34.916668
48.25,45.5,43.25,40.5,38.5,34.5,47.166668,44.916668,42.666668,39.666668,0.0,39.666668,41.666668,43.916668,46.666668,34.666668,36.916668,39.25,41.583332,43.583332,46.25,49.75,52.0,53.75,56.0,59.75,62.25,64.75,50.25,53.25,56.75,59.5,62.0,64.0,4.25,2.25,0.0,2.75,5.0,7.0,10.0,12.0,14.666667,17.0,19.5,21.25,25.916666,27.916666,29.916666,33.666668,35.666668,37.666668,40.416668,42.916668,45.25,46.75,49.083332,51.083332,54.083332,56.083332,58.083332,60.583332,62.583332,64.583336,67.583336,70.333336,72.333336,54.25,52.0,50.0,47.5,44.5,42.5,39.5,36.5,31.75,30.25,28.583334,27.916666,30.416666,32.666668
